case,Unnamed: 0,collection_id,priority,alloc_collection_id,instance_index,machine_id,vertical_scaling,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,req_cpu,req_memory,avg_cpu,avg_memory,max_cpu,max_memory,sample_cpu,cpu_mean,tail_cpu_mean,scheduling_class_1,scheduling_class_2,scheduling_class_3,collection_type_1,scheduler_1.0,failure_probability,raw_isolation_forest_score,calibrated_anomaly_signal,risk_score,risk_band,confidence,action
117,0,94591244395,283.6054262299942,0,144,168846390496,1.0,0.07177184302129794,0.0024299089467185596,4.1502564954059595,0.009547866810765982,0.996169888878313,0.04227154871345217,0.06320869089068343,0.049032381435535656,0.1075476470274681,0.005814238041768186,0.02854097661178494,0.0521485010497912,0.04287773567965122,0.048487665130547135,False,False,True,True,False,0.35,-0.11825876460355866,0.993975,0.5431925,Migrate VM,0.3560249999999999,Migrate VM
118,0,94591244395,19.875584414872964,0,144,168846390496,1.0,0.06530172814902305,0.002145062067954674,0.14511473442626804,0.012561781100973116,0.9990858056663574,0.006384935926791386,0.07810871413705468,0.019182580062383086,0.11234601803554689,0.17740971960605995,0.11482164202289812,0.015816649047130142,0.04042536104124726,0.07624009868401738,False,False,True,True,False,0.305,-0.11813013682099327,0.993975,0.5116925,Migrate VM,0.3110249999999999,Migrate VM
119,0,94591244395,88.45190747819315,0,144,168846390496,1.0,0.04326493223760318,6.7399546712608e-05,4.502490081002579,0.022498136723133975,0.9939260116927818,0.09336261901006478,0.05543868285978936,0.035454300642718546,0.058276762704245505,0.1522919415500358,0.026126726546229363,0.06505094984345389,0.06176516126938577,0.03419965629777483,False,False,True,True,False,0.43,-0.11287651484594563,0.993625,0.5990875,Migrate VM,0.43637499999999996,Migrate VM
120,0,94591244395,208.29934685250876,0,144,168846390496,1.0,0.02644261874062774,0.0024109842726014177,4.241210751478341,0.029211947953039722,0.9888693947433733,0.02122442372919625,0.022192290272347672,0.006701763737488381,0.015570982564412863,0.016955716869150247,0.128319348082956,0.005424779548251966,0.010084951144211401,0.08093469089198956,False,False,True,True,False,0.385,-0.10808721964694401,0.993275,0.5674824999999999,Migrate VM,0.391725,Migrate VM
121,0,94591244395,208.88647802745953,0,144,168846390496,1.0,0.14520322585674983,0.0015643799020851803,4.143892673209201,0.020230969342344914,0.9920354258106695,0.08944173403156935,0.04668427402704983,0.02576891259422463,0.06062584283473214,0.04035682089013625,0.10326650110479227,0.01909674292801034,0.011682011726313089,0.02410194231080244,False,False,True,True,False,0.395,-0.11936485636297389,0.994025,0.5747074999999999,Migrate VM,0.40097499999999997,Migrate VM
122,0,94591244395,303.1452546380063,0,144,168846390496,1.0,0.06191274292457463,0.0017010971648362204,4.022863162996437,0.002463476848380768,0.9960837438211372,0.03860841057588414,0.02269645265488739,0.05129759350540931,0.11794482584749687,0.07015349347799636,0.07374285904762534,0.021230561120320415,0.042174855048795784,0.06084005032638537,False,False,True,True,False,0.32,-0.09324269789476625,0.9907125,0.52121375,Migrate VM,0.32928749999999996,Migrate VM
123,0,94591244395,219.7207399644647,0,144,168846390496,1.0,0.11691494430801486,0.00033493753410869173,3.257808304901233,0.021380654739726408,0.9947098070820739,0.009294986354417738,0.04662669697241767,0.030457938299303603,0.011241161575815123,0.05287752972936856,0.057165809932802125,0.05441843131793708,0.01803773901370991,0.08117882070592855,False,False,True,True,False,0.37,-0.07899695632718906,0.9868,0.55504,Migrate VM,0.3832,Migrate VM
124,0,94591244395,196.48738286620684,0,144,168846390496,1.0,0.14257906597211578,0.0011717277113683737,2.3448942991147383,0.019636901521506944,0.9987995112809734,0.06171671553863177,0.055131480786134765,0.04482643405173255,0.09561048288698544,0.017085504580955133,0.06685303463260918,0.03527693663755753,0.07012978798632644,0.04828235799917908,False,False,True,True,False,0.325,-0.12301045526091214,0.99415,0.5257449999999999,Migrate VM,0.3308500000000001,Migrate VM
125,0,94591244395,168.59539248995915,0,144,168846390496,1.0,0.18041249785025662,0.0011172283223746,0.849679038458693,0.006873369810533657,0.9849198066872229,7.129356423277519e-05,0.045078599839517355,0.05728002619530213,0.09508561550945138,0.0076448270312441625,0.07389182661338659,0.011301351936873141,0.0716052463240485,0.01637420279625857,False,False,True,True,False,0.28,-0.13317150127498978,0.9949125,0.49447375,Scale Resources,0.28508750000000005,Scale Resources
126,0,94591244395,225.59011837109335,0,144,168846390496,1.0,0.061169692905760645,0.0015907854533264943,1.9365264728212883,0.024070629490179535,0.9871779976501569,0.11366626279246331,0.05217441648554908,0.05630088136045413,0.11015789346534462,0.23751442067138184,0.02903201865976363,0.021015079419802588,0.019055121410919817,0.02571809226097427,False,False,True,True,False,0.305,-0.12001806915699964,0.9940375,0.51171125,Migrate VM,0.31096250000000003,Migrate VM
127,0,94591244395,209.68010695417587,0,144,168846390496,1.0,0.18628547308984555,0.0024554472221766563,2.4744427804687783,0.020248703869169226,0.9976661779540683,0.11707221622194865,0.02136991216051437,0.03935674495299027,0.10796788965460523,0.07209932193410455,0.05701626014578316,0.07219746757620998,0.07495089665023745,0.08864922000468081,False,False,True,True,False,0.225,-0.15271769911837185,0.9990125,0.45720375,Scale Resources,0.2259875,Scale Resources
128,0,94591244395,287.4414041381007,0,144,168846390496,1.0,0.05046196888552608,0.0007955648351427752,2.570783773107917,0.01776921985737247,0.9917583881824388,0.07989465914965364,0.042623104421010694,0.055785673335263075,0.04324096947265788,0.07863266480120785,0.016493404727675944,0.013823307601569074,0.06471500560035646,0.04366216073755314,False,False,True,True,False,0.38,-0.0833756485419701,0.987475,0.5622425,Migrate VM,0.392525,Migrate VM
129,0,94591244395,82.03240315902016,0,144,168846390496,1.0,0.14237645625419765,0.0013736256858099037,0.0993773726779947,0.010024470573916163,0.9862833699332325,0.08230435804325685,0.028767842106967787,0.004836124916756056,0.007121699039053315,0.13833066118451864,0.002816199946013572,0.06217464396112964,0.011823960695436045,0.05934359156925881,False,False,True,True,False,0.355,-0.10216368209721916,0.99275,0.546325,Migrate VM,0.36224999999999996,Migrate VM
130,0,94591244395,160.08769008386844,0,144,168846390496,1.0,0.08303466023098172,0.0001780248357163577,3.770815204306553,0.028297942580417904,0.9835169601758704,0.022412731032304324,0.09413713363650873,0.04091688278906683,0.0194509316527831,0.048222143760088064,0.08555974015866885,0.053093363101279566,0.04560959082327379,0.09325154542941379,False,False,True,True,False,0.365,-0.15039226553127094,0.99895,0.555185,Migrate VM,0.36605,Migrate VM
131,0,94591244395,177.86289731823973,0,144,168846390496,1.0,0.056300983526723754,0.0011833243998880824,1.689481565795808,0.0071110132421792925,0.984099402653008,0.044198540452264116,0.07412792920223048,0.001372932098860867,0.056934519168054525,0.15314090747367476,0.07913197802039969,0.05689006676315221,0.06167137014278177,0.06962994334411328,False,False,True,True,False,0.245,-0.129527436798212,0.994225,0.4697675,Scale Resources,0.25077499999999997,Scale Resources
132,0,94591244395,37.007170612109796,0,144,168846390496,1.0,0.08906670825081762,0.00149617718645835,1.153511749807266,0.0013483293681150125,0.9870598510219669,0.05708391662367587,0.04320596440723578,0.013155134107613355,0.10687613602659539,0.22012178109120353,0.02610252866625776,0.06809189690483693,0.0013590166939998676,0.09049396910484234,False,False,True,True,False,0.355,-0.117337610739768,0.9939625,0.54668875,Migrate VM,0.3610375,Migrate VM
133,0,94591244395,342.69436442912684,0,144,168846390496,1.0,0.0022597243154859753,0.0018919469562716533,4.557384722523475,0.028705109060484364,0.9995118364854864,0.06905915086147134,0.008303344904013231,0.0632777600904629,0.07957587984242802,0.14618007540024255,0.05409220381712949,0.041887843609744,0.011685681692216753,0.07237561296173321,False,False,True,True,False,0.305,-0.09824513577316007,0.9920875,0.51112625,Migrate VM,0.3129124999999999,Migrate VM
134,0,94591244395,27.006230646555238,0,144,168846390496,1.0,0.136833893820711,0.0021050871837850343,2.219354816442807,0.016154874064789146,0.988536915480761,0.1216556914147832,0.07638514508398217,0.02747595428628057,0.022661797385186935,0.052214483106649646,0.06014226902452065,0.0690438256807405,0.05586022172395373,0.021058433906762094,False,False,True,True,False,0.35,-0.14638542502858254,0.9989,0.54467,Migrate VM,0.35109999999999997,Migrate VM
135,0,94591244395,309.4420080308033,0,144,168846390496,1.0,0.07091259806431521,0.002111890483051781,1.1353496906437708,0.019603352291413415,0.9987778426335625,0.03236267595262846,0.07220670750239148,0.07351815163255099,0.01952336194483273,0.021021443150013884,0.087401769333056,0.024885907002656395,0.005420897788682887,0.046501661601729,False,False,True,True,False,0.295,-0.092909708129019,0.99065,0.503695,Migrate VM,0.3043499999999999,Migrate VM
136,0,94591244395,271.35744467182406,0,144,168846390496,1.0,0.053460450077847894,0.000830766564858754,3.9725533717152506,0.016479395513836988,0.9973788686464825,0.05601665013717448,0.09923789955988718,0.04846004635349358,0.015024974971806992,0.21046888929025975,0.06342768953397306,0.010375158143493813,0.01161798976551684,0.06726507995538512,False,False,True,True,False,0.38,-0.08508036056284651,0.9878625,0.56235875,Migrate VM,0.3921375,Migrate VM
137,0,94591244395,17.05410242261632,0,144,168846390496,1.0,0.05373633092133999,0.0003466107704369066,2.0718988672253733,0.013129529840696524,0.9920312815110502,0.03509108231413587,0.0035100972258907217,0.045748965452449136,0.04844830554944545,0.15488288300117314,0.014087441771744764,0.0010092013661255864,0.018892379999902103,0.04466643843507794,False,False,True,True,False,0.38,-0.06956822449886257,0.983675,0.5611025,Migrate VM,0.39632500000000004,Migrate VM
138,0,94591244395,141.86591070064821,0,144,168846390496,1.0,0.15193172911377495,0.0009368685482991434,2.4916724487646356,0.01880658801386387,0.9836972054083347,0.0646432020749368,0.036023344846783566,0.031369736070164224,0.013001125146723117,0.18614922630414563,0.12217203544417125,0.0016312074212895642,0.04575765589975212,0.07473090364824998,False,False,True,True,False,0.285,-0.12223748129443035,0.9941,0.49773,Scale Resources,0.29089999999999994,Scale Resources
139,0,94591244395,102.5307319139602,0,144,168846390496,1.0,0.14766667216185314,0.0015679580039905073,4.364610102450676,0.031084867123428776,0.9840391171214768,0.055834474894502245,0.05703684981787799,0.010926925324300294,0.043595648426984636,0.23485561868036955,0.0021040948041631683,0.03314653741086888,0.06411647252307089,0.031688973040990935,False,False,True,True,False,0.375,-0.13872585474912047,0.9969,0.5615699999999999,Migrate VM,0.3781,Migrate VM
140,0,94591244395,172.7274609918552,0,144,168846390496,1.0,0.18338357733524624,0.001177482390248113,0.6149843544870457,0.0016388866570966301,0.9990902770749127,0.033355966411958926,0.052575053826511314,0.006753915687851666,0.05492208716122346,0.22117255267324729,0.06513215322705769,0.07113636115014946,0.0196944603342759,0.04936232839819137,False,False,True,True,False,0.31,-0.10601200817176604,0.9931,0.51493,Migrate VM,0.31689999999999996,Migrate VM
141,0,94591244395,309.43108505135706,0,144,168846390496,1.0,0.08404731647882696,0.0006930038178276809,4.01847457473092,0.012354335261622527,0.992178728976623,0.12254270315854122,0.019563595700145757,0.022443162646400547,0.004027821688741457,0.09317625230771273,0.025951514072402447,0.04981305709109063,0.013796509304249461,0.06602049939286347,False,False,True,True,False,0.35,-0.08367390211295866,0.9875125,0.54125375,Migrate VM,0.36248749999999996,Migrate VM
142,0,94591244395,94.85115414815436,0,144,168846390496,1.0,0.06660334389772496,0.0008650185540395882,3.3668400138595365,0.014782168536454338,0.9893549917994252,0.10699415956696222,0.05963165457859139,0.015922461057077474,0.11668663786481823,0.08147983113690575,0.0050532347344524236,0.036229828662152186,0.009430282178857963,0.023330432992594633,False,False,True,True,False,0.425,-0.08946749907011797,0.9897125,0.59441375,Migrate VM,0.43528750000000005,Migrate VM
143,0,94591244395,268.95991416746796,0,144,168846390496,1.0,0.024515965008059734,0.002000861152000857,4.400989528432791,0.019219039019041005,0.9951726578040971,0.08954675720029603,0.10337838741951805,0.025431926262572017,0.02111250700924683,0.12345431806800516,0.06912979712417897,0.013032220074690879,0.04665068250194685,0.001381897355386884,False,False,True,True,False,0.32,-0.07492271610032963,0.9859,0.51977,Migrate VM,0.33410000000000006,Migrate VM
144,0,94591244395,333.96062488351976,0,144,168846390496,1.0,0.04960767709148656,9.809164220285095e-05,0.5084864472982474,0.007612711525349497,0.9878984476843846,0.004117270444783334,0.029217283913577984,0.01436699942151173,0.04908391417669174,0.0915901797325962,0.04394851324710176,0.02402066464724976,0.006827533909475193,0.00246593323926857,False,False,True,True,False,0.385,-0.09010495120955031,0.98995,0.5664849999999999,Migrate VM,0.39505,Migrate VM
145,0,94591244395,72.76114805632797,0,144,168846390496,1.0,0.14187176764061538,0.002456765547211519,4.361620434669825,0.01597707930333501,0.992197071704425,0.0394763004112361,0.08062772610906482,0.05694599360826607,0.1094503471377632,0.2129446919408607,0.05630845966983204,0.056174197040293854,0.06135780971812091,0.030178235736107107,False,False,True,True,False,0.325,-0.15357475330108006,0.9990125,0.52720375,Migrate VM,0.3259875000000001,Migrate VM
146,0,94591244395,334.527207842214,0,144,168846390496,1.0,0.0176890317449354,0.002465343347382053,3.617392275090042,0.0029554530874192205,0.9942704995991659,0.004289115531524834,0.08023766722236361,0.05951244900049118,0.07809566513465789,0.2037553763981298,0.012689458445822876,0.020211623522147365,0.031514218279278465,0.004153886006030533,False,False,True,True,False,0.4,-0.09553617596408248,0.99145,0.5774349999999999,Migrate VM,0.40854999999999997,Migrate VM
147,0,94591244395,161.3577915256198,0,144,168846390496,1.0,0.04972752302110612,0.0009738073649068233,1.9968595138581768,0.027865711325640707,0.9878390277730785,0.1121542891016025,0.04445754985824644,0.024409510452066827,0.0651449946769928,0.09933641623960103,0.03336540484186586,0.03682162871464559,0.011550392529809645,0.03443116702646966,False,False,True,True,False,0.42,-0.11431495489812216,0.9936875,0.59210625,Migrate VM,0.4263125000000001,Migrate VM
148,0,94591244395,203.6844789746726,0,144,168846390496,1.0,0.07751404582309848,0.002042934550029781,1.2059141801436897,0.030728922344875866,0.9964120371026072,0.12142158578190936,0.08730080479909413,0.010581469088073978,0.0682495869451153,0.040419697178880686,0.10607390728639493,0.042790305280813144,0.020045508907011386,0.09094758234517344,False,False,True,True,False,0.27,-0.16159940434765097,0.999175,0.4887525,Scale Resources,0.270825,Scale Resources
149,0,94591244395,41.466979193133845,0,144,168846390496,1.0,0.10572420065087137,0.0017878584309896932,0.2764326842630117,0.01894412253239515,0.9969316898505562,0.008473886623749862,0.05342524063453422,0.01925291487679827,0.08594064545070922,0.028220643441112046,0.12147810295069315,0.0655395239293897,0.014150546943706948,0.03162681061727106,False,False,True,True,False,0.33,-0.1179736881701533,0.993975,0.5291925,Migrate VM,0.336025,Migrate VM
150,0,94591244395,211.5485908750955,0,144,168846390496,1.0,0.13463668811892196,0.00109758914891877,0.7341563888432775,0.003300223717660595,0.9999960889523023,0.05714135508348448,0.09087607191164464,0.035919111672822246,0.11957321925486517,0.02086856416491462,0.014781296532872695,0.0680962386337496,0.07209348910297787,0.030790471838643686,False,False,True,True,False,0.375,-0.09168585998250744,0.9903625,0.55960875,Migrate VM,0.38463749999999997,Migrate VM
151,0,94591244395,127.85935931779386,0,144,168846390496,1.0,0.08483441903151712,0.0010318950349568696,0.8927105338623745,0.028466608026292396,0.9875551385467833,0.08850342247839671,0.007159883111490878,0.0028855361611745574,0.0847487502290881,0.08061558722567275,0.08497288514021502,0.006887121922052024,0.07227293167537292,0.07323112779194019,False,False,True,True,False,0.26,-0.14687407235230832,0.9989,0.48167,Scale Resources,0.2611,Scale Resources
152,0,94591244395,315.45620388928774,0,144,168846390496,1.0,0.025588228883345797,0.0007938561621870457,1.7302446358010044,0.017021262487527014,0.988281152601098,0.00760844762826031,0.0385229638714113,0.018954477773760022,0.05003032367357595,0.046835594363258196,0.03395189816744984,0.04592471813027252,0.029534110450499532,0.033790683441822345,False,False,True,True,False,0.345,-0.08976798639397432,0.9898125,0.53844375,Migrate VM,0.3551875,Migrate VM
153,0,94591244395,192.20602778005426,0,144,168846390496,1.0,0.14472385140823607,0.0009394232621237459,2.759789754273954,0.030615833761743642,0.9920330094998889,0.11416893416260201,0.08267892573061561,0.004372362769359292,0.055627807800335785,0.16605520733984494,0.12791602185302592,0.03357639905240351,0.007059922139781791,0.05498432897960133,False,False,True,True,False,0.41,-0.15163002029077222,0.998975,0.5866925,Migrate VM,0.411025,Migrate VM
154,0,94591244395,45.56296516462571,0,144,168846390496,1.0,0.14090991755238624,0.0012588121351247749,3.3982165760709013,0.027547262315061907,0.9938158061837586,0.0768539587978846,0.07861436749758144,0.06273163462965418,0.11266297864089073,0.008662844383576255,0.07210377138662748,0.01584188534304407,0.06546257772154575,0.06343617370845975,False,False,True,True,False,0.265,-0.16137867414464668,0.999175,0.4852525,Scale Resources,0.265825,Scale Resources
155,0,94591244395,151.28009245167775,0,144,168846390496,1.0,0.03526954277275337,0.0008406271242060959,3.3058962218075734,0.006475492510114993,0.9848930634960839,0.11143720257054718,0.07961641936020031,0.014877308069025985,0.0378948802639955,0.23115145325329167,0.0918080963059305,0.044721183968333834,0.02340704343707541,0.02926499436833154,False,False,True,True,False,0.38,-0.11684507914420461,0.993925,0.5641775,Migrate VM,0.38607500000000006,Migrate VM
156,0,94591244395,14.228502728482969,0,144,168846390496,1.0,0.13659035004411213,0.00010705526842870477,0.022816657490744293,0.023115338080819014,0.9991478967651152,0.09493226721968691,0.04920471539506778,0.036192334256852116,0.056540146588543685,0.07719798138805298,0.0676343378253616,0.0315821233949792,0.04551380062049176,0.08786783595603735,False,False,True,True,False,0.26,-0.1252094611938911,0.9941875,0.48025625,Scale Resources,0.2658125,Scale Resources
157,0,94591244395,358.2033902365717,0,144,168846390496,1.0,0.01476436685304696,0.0009538431443400073,0.8488418068336079,0.011157558063664523,0.9881245616344516,0.02190236466215068,0.07960245971701435,0.03695509437571214,0.11916977640560227,0.007750253838523465,0.008682940667257482,0.029540085316041527,0.006108194834813968,0.025704225503670117,False,False,True,True,False,0.315,-0.09337206487245364,0.9908,0.51774,Migrate VM,0.32420000000000004,Migrate VM
158,0,94591244395,354.9707075075845,0,144,168846390496,1.0,0.03917992640336514,0.0004912434841837172,2.694595941813435,0.015779953898123547,0.9930073116221344,0.0472758625486311,0.08611849471507725,0.010319108444812297,0.05553625364790485,0.16402051767200704,0.11255701899175287,0.027071390847961445,0.04319900961341035,0.006764326372168331,False,False,True,True,False,0.345,-0.11242612614518654,0.9935875,0.53957625,Migrate VM,0.3514125,Migrate VM
159,0,94591244395,61.31487172025842,0,144,168846390496,1.0,0.012963405462396466,0.0018048194114648045,1.3531209778887132,0.022933145603816568,0.9844399861565876,0.10823964096920881,0.08702988260643053,0.006621891267171926,0.0030797619454995223,0.013385083946401222,0.11066348191916887,0.01719220247502093,0.041717389560990956,0.04170172400703988,False,False,True,True,False,0.355,-0.11810460240676601,0.993975,0.5466925,Migrate VM,0.36102499999999993,Migrate VM
160,0,94591244395,286.38918944229675,0,144,168846390496,1.0,0.09166843152575074,0.0012414152009194135,4.646119550505539,0.004757119709137672,0.9971784016699873,0.006493986630956246,0.04982928737769214,0.06599905305165336,0.0862374550136202,0.16293921856997398,0.03413610275346529,0.03066091004056012,0.02789266691184806,0.05101554618953463,False,False,True,True,False,0.375,-0.094101954564762,0.9910125,0.5598037499999999,Migrate VM,0.38398750000000004,Migrate VM
161,0,94591244395,166.40205485172052,0,144,168846390496,1.0,0.0612934409769355,0.0007574554368639242,1.1783459936080347,0.011567165656941988,0.985832371476884,0.10943886992915941,0.06276759841410072,0.009962123976104959,0.08995100255492669,0.2015691259350649,0.0307938090477904,0.011031603838374291,0.0006556756659257036,0.004622750469171535,False,False,True,True,False,0.375,-0.10203208784890128,0.992725,0.5603174999999999,Migrate VM,0.38227500000000003,Migrate VM
162,0,94591244395,274.4104853892642,0,144,168846390496,1.0,0.18509743725781758,0.00011128314822990114,3.513957569913915,0.0022770794296975948,0.9932022202312686,0.0948785876875279,0.03751738516681889,0.0008142309420782324,0.07715955712368192,0.235711002882907,0.03339718054864288,0.013880374841520127,0.009429356812197013,0.054323593005319186,False,False,True,True,False,0.465,-0.12076158190420216,0.9940375,0.6237112499999999,Migrate VM,0.47096249999999995,Migrate VM
163,0,94591244395,214.7202357696984,0,144,168846390496,1.0,0.14855078196945043,0.001867285262501989,4.192587486560243,0.025532328659114447,0.9874544633490249,0.06975610012356963,0.031094264833071733,0.02455677264726764,0.12081603028836134,0.16215005164436758,0.12634460679598075,0.03053914867050997,0.040892912133507424,0.047657076974597534,False,False,True,True,False,0.325,-0.13944343803325354,0.9975,0.52675,Migrate VM,0.3274999999999999,Migrate VM
164,0,94591244395,38.62334070854169,0,144,168846390496,1.0,0.04438162397373813,0.0013083024383274326,0.3164812731549076,0.029515013553443034,0.9853974086251858,0.02484426358844977,0.07973189108928691,0.0072180261830421585,0.11671085715229063,0.17256658825286858,0.00889591677851662,0.05067830396309604,0.04805977802191186,0.07409549921237733,False,False,True,True,False,0.375,-0.13163838447126075,0.9947,0.56091,Migrate VM,0.38029999999999997,Migrate VM
165,0,94591244395,298.1512268961609,0,144,168846390496,1.0,0.13469073059496656,0.0014534553219838107,1.514725849996517,0.02209434538525783,0.9992828604277646,0.07372709843550815,0.06923573166537982,0.03254981759544415,0.09802249755214172,0.23723829104927524,0.02079265895507028,0.01482633496970495,0.04104510358085823,0.04709550021001691,False,False,True,True,False,0.335,-0.0972091437777669,0.9919375,0.5320812500000001,Migrate VM,0.34306250000000005,Migrate VM
166,0,94591244395,205.76512242241876,0,144,168846390496,1.0,0.009201383948301195,0.0010024249901381932,2.738457966073447,0.018542819756400306,0.9942889048093362,0.09037867160824443,0.06686598950031669,0.05884378964691838,0.08099313892029252,0.127815542800595,0.07858649993638368,0.007412488230917029,0.02078411888635192,0.05159830897474548,False,False,True,True,False,0.31,-0.09304599435336836,0.9907125,0.51421375,Migrate VM,0.31928749999999995,Migrate VM
167,0,94591244395,314.2753975446146,0,144,168846390496,1.0,0.12732216680399872,0.00022417164232914826,2.7821278453909772,0.007026159099468524,0.9955669468908382,0.10383413041735744,0.06186709571489543,0.04403456932965612,0.043894545006089414,0.10611511733669808,0.11202185934471397,0.05298374401897738,0.039547366598077775,0.03602612124040201,False,False,True,True,False,0.32,-0.1133736505397771,0.99365,0.522095,Migrate VM,0.3263499999999999,Migrate VM
168,0,94591244395,18.136705783879567,0,144,168846390496,1.0,0.02681388774869721,0.0004786162307761703,1.7539164064447725,0.029916856140893747,0.9917525644463541,0.029469688455870304,0.011171650026090562,0.025191207276343757,0.10575023620058867,0.09115622089400262,0.10014662670847206,0.058798727419977714,0.008432205380757713,0.059548401664745246,False,False,True,True,False,0.39,-0.12424107709855825,0.9941625,0.5712487499999999,Migrate VM,0.39583750000000006,Migrate VM
169,0,94591244395,345.27458281359986,0,144,168846390496,1.0,0.07540088904441636,0.00012631858006272818,4.337083853307362,0.028000524183187932,0.9920356983821738,0.06930129488691918,0.022189061615952077,0.061018671982693944,0.06463784677397928,0.008055901481652842,0.08854515182480904,0.0696245479273085,0.06308896107796197,0.027119759640324252,False,False,True,True,False,0.42,-0.14758720678664317,0.9989125,0.59367375,Migrate VM,0.42108750000000006,Migrate VM
170,0,94591244395,19.197030576002632,0,144,168846390496,1.0,0.17631588985090885,0.002323496899306464,2.500945692831484,0.020352959701921428,0.9910433428869221,0.052675634445498526,0.012595543014005034,0.007204500488314034,0.03017108639771864,0.19894728686522806,0.018905505783849138,0.0166058422918043,0.04174331612705036,0.021047424492031806,False,False,True,True,False,0.365,-0.10010312023826062,0.9924375,0.5532312500000001,Migrate VM,0.3725625,Migrate VM
171,0,94591244395,58.754406498403355,0,144,168846390496,1.0,0.10562179531836792,0.0009127068563377199,2.941294720433092,0.028904834581550357,0.9858498990185185,0.11462522000583858,0.09399012998488215,0.061736258036486906,0.08183906789295196,0.14746651473912187,0.08286668027985408,0.05057930486075125,0.0012541087824195858,0.09373526258249841,False,False,True,True,False,0.305,-0.17519567321779206,0.99925,0.5132749999999999,Migrate VM,0.30574999999999997,Migrate VM
172,0,94591244395,210.81735412760872,0,144,168846390496,1.0,0.14652484488795406,0.0009354903998942608,0.05823415968297314,0.016151841445710646,0.9917865098216009,0.0548370347148648,0.03549174006442147,0.01860277265184698,0.06839021688427833,0.08923850294469318,0.12574068112779502,0.012667051949670754,0.02432292905667854,0.028759707078755397,False,False,True,True,False,0.305,-0.10863517698367808,0.9933,0.51149,Migrate VM,0.3117000000000001,Migrate VM
173,0,94591244395,195.59130344494451,0,144,168846390496,1.0,0.09361504818265273,0.0015961887455969586,4.462499008445453,0.00903773298638765,0.9948795310375143,0.0031422520372715768,0.027453688833087533,0.03452991138646504,0.00401812321374082,0.14687745473126082,0.08793528639192066,0.054698645034529765,0.039305468921954564,0.05908709971082896,False,False,True,True,False,0.335,-0.0910999468564182,0.990225,0.5315675,Migrate VM,0.34477500000000005,Migrate VM
174,0,94591244395,142.5834904602554,0,144,168846390496,1.0,0.007734943594980476,0.00024783594609616155,3.0767507522834956,0.03154592499800604,0.9835967362961077,0.06997019467010761,0.07824415688453897,0.061564043589900634,0.07067963929424363,0.14741166130354452,0.09032249656757516,0.06291990691571511,0.009304848688702402,0.09061330111033289,False,False,True,True,False,0.335,-0.14617241703078176,0.9989,0.53417,Migrate VM,0.33610000000000007,Migrate VM
175,0,94591244395,9.366265278565201,0,144,168846390496,1.0,0.15678745330458288,0.0001902819719841088,0.9142385079740584,0.00012339289411806488,0.9907542872430078,0.04195816468084464,0.017433687877939474,0.033589477305954935,0.0521628268956127,0.18254439595912458,0.11578422669023125,0.04780102914646897,0.009466221468178635,0.028899643216981866,False,False,True,True,False,0.315,-0.11208472229297728,0.993575,0.5185724999999999,Migrate VM,0.32142500000000007,Migrate VM
176,0,94591244395,328.7945868596207,0,144,168846390496,1.0,0.016637717438979217,0.0010088207077180171,4.427282199950522,0.030123491683199884,0.9901867289761549,0.08375048839911667,0.04765647160826153,0.056104849738301814,0.0040941617670855,0.034279556408545686,0.07962391715860626,0.017034623550318546,0.05067903604200499,0.03436199595598616,False,False,True,True,False,0.32,-0.11478684293529928,0.9937,0.52211,Migrate VM,0.32630000000000003,Migrate VM
177,0,94591244395,319.1924009260157,0,144,168846390496,1.0,0.15361113479249747,0.001222017555407341,3.630565401692321,0.00859148198683574,0.991571004318722,0.024781683266046135,0.08966555217918169,0.06128799390951332,0.11695348484501457,0.20865785637510467,0.12440078494960735,0.016725796205489522,0.07090127437417428,0.05588480659027058,False,False,True,True,False,0.26,-0.14267809668650422,0.9987375,0.48162124999999995,Scale Resources,0.26126250000000006,Scale Resources
178,0,94591244395,152.09823021053478,0,144,168846390496,1.0,0.10507010549397619,0.0008495007775218052,1.3554369553110412,0.007646470276387412,0.984707147742033,0.062313075472083576,0.09245917259344519,0.04692293716520687,0.06753858910969622,0.10191638241611149,0.06020441005235081,0.015329718988952749,0.062616099405844,0.01940885417500989,False,False,True,True,False,0.225,-0.13233376476153524,0.994825,0.45594749999999995,Scale Resources,0.23017500000000002,Scale Resources
179,0,94591244395,257.9841924218327,0,144,168846390496,1.0,0.1424971896555286,0.001425418385765151,4.053474648020724,0.009222443587886665,0.9980269555690247,0.09153246490088925,0.08320668430492156,0.04948652622212667,0.1097187846732602,0.23615192682787534,0.05446935443178299,0.05961991996137733,0.05665408633851659,0.044306682696555695,False,False,True,True,False,0.255,-0.12941623343486786,0.994225,0.4767675,Scale Resources,0.260775,Scale Resources
180,0,94591244395,333.7016399037043,0,144,168846390496,1.0,0.0739548617948615,0.0014021028350049859,0.4976492441048673,0.0071540851034473775,0.9973449387076289,0.04976271961279969,0.04114301423224189,0.01831645765335429,0.06373171081834675,0.19161760750866852,0.11604788733834369,0.005135933500580265,0.043737347034422044,0.04571582411750642,False,False,True,True,False,0.255,-0.09669464576910747,0.99175,0.476025,Scale Resources,0.26325,Scale Resources
