failure_probability,raw_anomaly_score,anomaly_score,risk_score,action,confidence_score,confidence_level
0.0,0.11746992917437382,0.527175,0.15815249999999997,Normal,0.47282500000000005,LOW
0.0,0.11283830877280115,0.5696,0.17088,Normal,0.4304,LOW
0.0,0.14487467798690273,0.14492499999999997,0.04347749999999999,Normal,0.855075,HIGH
0.895,0.03339397048098747,0.9129,0.9003699999999999,Restart Task,0.9821,HIGH
0.0,0.11997416239063957,0.501275,0.1503825,Normal,0.498725,LOW
0.075,0.13015187296987252,0.38241250000000004,0.16722375,Normal,0.6925874999999999,MEDIUM
0.0,-0.011330640123411895,0.9567,0.28701,Normal,0.043300000000000005,LOW
0.0,0.1399525969063668,0.233475,0.0700425,Normal,0.766525,MEDIUM
0.0,-0.09614381798881266,0.991575,0.2974725,Normal,0.008425000000000016,LOW
0.0,0.04281956197111636,0.8928625,0.26785875,Normal,0.1071375,LOW
0.0,0.08983301224346041,0.7251125,0.21753375,Normal,0.27488749999999995,LOW
0.0,0.11983045519385771,0.5024875,0.15074625,Normal,0.4975125,LOW
0.0,0.13089916385796024,0.37297499999999995,0.11189249999999998,Normal,0.627025,MEDIUM
0.0,0.06636378799695564,0.8239375,0.24718125,Normal,0.1760625,LOW
0.0,0.0984165963541449,0.6762125,0.20286374999999998,Normal,0.3237875,LOW
0.985,-0.04800820704467024,0.9718125,0.98104375,Restart Task,0.9868125,HIGH
0.0,0.15848056068289024,0.013700000000000045,0.004110000000000014,Normal,0.9863,HIGH
0.0,0.09593953626117957,0.691775,0.2075325,Normal,0.30822499999999997,LOW
0.0,0.14591274641013763,0.12634999999999996,0.03790499999999999,Normal,0.87365,HIGH
0.0,0.1439079480400765,0.1631625,0.04894874999999999,Normal,0.8368375,HIGH
0.0,0.05905107899198325,0.850325,0.2550975,Normal,0.149675,LOW
0.0,0.11805617723289269,0.5208625,0.15625875,Normal,0.4791375,LOW
1.0,0.13661119661027138,0.2887875,0.7866362499999999,Restart Task,0.2887875,LOW
0.0,0.11020200036063377,0.5917250000000001,0.17751750000000002,Normal,0.40827499999999994,LOW
0.995,0.06918920974264409,0.81365,0.940595,Restart Task,0.81865,HIGH
0.0,0.11379739082918922,0.5610125,0.16830375,Normal,0.4389875,LOW
0.0,0.13700937942086777,0.28200000000000003,0.08460000000000001,Normal,0.718,MEDIUM
0.0,-0.06111441159446884,0.97445,0.292335,Normal,0.02554999999999996,LOW
0.515,0.1171381746987929,0.5304249999999999,0.5196274999999999,Migrate VM,0.9845750000000001,HIGH
0.995,0.09421831147926629,0.7011375,0.90684125,Restart Task,0.7061375,MEDIUM
0.98,0.08368199936107268,0.7546625,0.9123987499999999,Restart Task,0.7746625,MEDIUM
0.995,0.11575207694311068,0.5435749999999999,0.8595725,Restart Task,0.5485749999999999,LOW
0.0,0.11524683369703959,0.5485875,0.16457625,Normal,0.4514125,LOW
1.0,0.1204897052073412,0.4958125,0.8487437499999999,Restart Task,0.4958125,LOW
0.975,0.11319721125902904,0.565925,0.8522775,Restart Task,0.590925,MEDIUM
0.02,0.11016556029505464,0.5920624999999999,0.19161874999999995,Normal,0.4279375000000001,LOW
0.0,0.12300789423397684,0.46877500000000005,0.14063250000000002,Normal,0.531225,LOW
0.0,0.1264709783683312,0.42786250000000003,0.12835875,Normal,0.5721375,MEDIUM
0.005,0.11091586796510378,0.5855874999999999,0.17917624999999998,Normal,0.4194125000000001,LOW
0.0,0.127825783531278,0.4112,0.12336,Normal,0.5888,MEDIUM
0.995,0.14149458132813264,0.20833749999999995,0.75900125,Restart Task,0.21333749999999996,LOW
1.0,0.107074410303233,0.6169375,0.8850812499999999,Restart Task,0.6169375,MEDIUM
0.0,0.1591370846477761,0.01177499999999998,0.003532499999999994,Normal,0.988225,HIGH
0.0,0.13333266156404144,0.33867499999999995,0.10160249999999998,Normal,0.661325,MEDIUM
0.0,0.15535671220555847,0.029349999999999987,0.008804999999999995,Normal,0.97065,HIGH
0.0,0.11469607209508687,0.5528625,0.16585875,Normal,0.44713749999999997,LOW
0.07,0.12663839790639803,0.42584999999999995,0.176755,Normal,0.64415,MEDIUM
0.005,0.12503801932576625,0.44523749999999995,0.13707124999999998,Normal,0.5597625,MEDIUM
0.985,0.13195007067037878,0.3588125,0.79714375,Restart Task,0.3738125,LOW
0.0,0.10760432604976033,0.6126625,0.18379874999999998,Normal,0.3873375,LOW
0.0,0.14715097791230292,0.10660000000000003,0.03198000000000001,Normal,0.8934,HIGH
0.0,0.05537258012612145,0.8613375,0.25840124999999997,Normal,0.13866250000000002,LOW
0.0,0.11246457804817028,0.573,0.17189999999999997,Normal,0.42700000000000005,LOW
0.0,0.02645533522611021,0.9249625,0.27748875,Normal,0.07503749999999998,LOW
0.99,0.10919433978433646,0.6005499999999999,0.873165,Restart Task,0.6105499999999999,MEDIUM
0.0,0.1410269332448893,0.2163625,0.06490875,Normal,0.7836375,MEDIUM
0.0,0.10375630891344662,0.6399,0.19197,Normal,0.3601,LOW
0.995,-0.004211237754566555,0.9524625,0.98223875,Restart Task,0.9574625,HIGH
0.0,0.1239828919668795,0.45723749999999996,0.13717125,Normal,0.5427625,LOW
0.0,0.10932699074924479,0.5991500000000001,0.17974500000000002,Normal,0.40084999999999993,LOW
0.0,0.12121656897321642,0.48826250000000004,0.14647875000000002,Normal,0.5117375,LOW
0.0,0.1112370635630528,0.5831375,0.17494125,Normal,0.4168625,LOW
0.0,0.15547423375768016,0.028649999999999953,0.008594999999999986,Normal,0.97135,HIGH
0.0,0.15047247410086712,0.06528750000000005,0.019586250000000017,Normal,0.9347125,HIGH
0.025,0.038111711313568275,0.902325,0.2881975,Normal,0.12267499999999998,LOW
0.0,0.11160940472898401,0.580325,0.1740975,Normal,0.419675,LOW
0.0,0.15417506377427714,0.03610000000000002,0.010830000000000006,Normal,0.9639,HIGH
0.0,0.10351007231285803,0.64175,0.192525,Normal,0.35824999999999996,LOW
0.235,0.11925261765822198,0.508275,0.31698249999999994,Scale Resources,0.726725,MEDIUM
0.005,0.09249742331768229,0.71115,0.21684499999999998,Normal,0.29385000000000006,LOW
0.0,0.15811482687703066,0.015262499999999957,0.0045787499999999865,Normal,0.9847375,HIGH
0.0,0.1314958705372879,0.36483750000000004,0.10945125000000001,Normal,0.6351625,MEDIUM
0.0,0.15065569633139464,0.06387500000000002,0.019162500000000002,Normal,0.936125,HIGH
0.0,0.147665928989835,0.09848749999999995,0.029546249999999982,Normal,0.9015125,HIGH
0.0,0.05642851129846316,0.8582,0.25745999999999997,Normal,0.14180000000000004,LOW
0.0,0.10881904186883323,0.60345,0.181035,Normal,0.39654999999999996,LOW
0.0,0.09144492669306648,0.7166874999999999,0.21500624999999998,Normal,0.2833125000000001,LOW
0.0,0.08046681490100338,0.7676125,0.23028375,Normal,0.23238749999999997,LOW
0.0,0.13413886012354553,0.3267875,0.09803625,Normal,0.6732125,MEDIUM
0.0,0.14414984760249921,0.15837500000000004,0.04751250000000001,Normal,0.841625,HIGH
0.0,0.12380556964096473,0.459325,0.1377975,Normal,0.540675,LOW
0.025,0.057410107864013904,0.8553125,0.27409375,Normal,0.1696875,LOW
0.0,0.1464598108107789,0.11752499999999999,0.0352575,Normal,0.882475,HIGH
0.0,0.1449522503884622,0.14344999999999997,0.04303499999999999,Normal,0.85655,HIGH
0.0,0.06618467269063072,0.8248125,0.24744374999999996,Normal,0.17518750000000005,LOW
0.015,-0.022939028711230436,0.963275,0.2994825,Normal,0.05172500000000002,LOW
0.01,0.13455779034243903,0.3210375,0.10331125,Normal,0.6889625,MEDIUM
0.0,0.13800262679313047,0.2655375,0.07966124999999999,Normal,0.7344625,MEDIUM
0.0,-0.08852534399742729,0.9891375,0.29674125,Normal,0.010862499999999997,LOW
1.0,-0.024913867538681744,0.964275,0.9892825,Restart Task,0.964275,HIGH
0.0,0.14604407576992506,0.12460000000000004,0.03738000000000001,Normal,0.8754,HIGH
0.0,0.14700873720896374,0.10940000000000005,0.032820000000000016,Normal,0.8906,HIGH
1.0,0.13103686549927746,0.3712,0.81136,Restart Task,0.3712,LOW
1.0,0.1245675610567803,0.45077500000000004,0.8352324999999999,Restart Task,0.45077500000000004,LOW
0.015,0.027406462191768677,0.9237,0.28761,Normal,0.09130000000000005,LOW
0.445,0.11738843338715205,0.527925,0.46987749999999995,Scale Resources,0.9170750000000001,HIGH
0.0,0.13659408304383297,0.28908750000000005,0.08672625000000002,Normal,0.7109125,MEDIUM
0.0,0.10952516278039642,0.5973999999999999,0.17921999999999996,Normal,0.40260000000000007,LOW
0.86,0.1033579089454994,0.6429750000000001,0.7948925,Restart Task,0.7829750000000001,MEDIUM
0.0,0.13993078627552286,0.2338,0.07014,Normal,0.7662,MEDIUM
0.0,0.14688648133435805,0.11122500000000002,0.0333675,Normal,0.888775,HIGH
0.0,0.13574857907238053,0.303075,0.09092249999999999,Normal,0.696925,MEDIUM
1.0,0.15505226983231785,0.030725000000000002,0.7092175,Restart Task,0.030725000000000002,LOW
1.0,0.11041511142080657,0.5896874999999999,0.8769062499999999,Restart Task,0.5896874999999999,MEDIUM
0.08,0.040642562147940486,0.897475,0.3252425,Scale Resources,0.18252499999999994,LOW
1.0,0.10135798371741328,0.65585,0.896755,Restart Task,0.65585,MEDIUM
0.0,0.10565849362425556,0.6268,0.18804,Normal,0.3732,LOW
0.0,0.13442131521871298,0.322975,0.0968925,Normal,0.677025,MEDIUM
0.0,0.07536407582695448,0.7885125,0.23655374999999998,Normal,0.21148750000000005,LOW
0.99,0.1248536119893216,0.447275,0.8271824999999999,Restart Task,0.457275,LOW
0.0,0.13571468323552205,0.3035,0.09104999999999999,Normal,0.6965,MEDIUM
0.03,0.12195383195085885,0.48002500000000003,0.1650075,Normal,0.549975,LOW
0.065,0.05655970172003899,0.8578375,0.30285124999999996,Scale Resources,0.20716249999999992,LOW
0.0,0.043817472124693,0.89035,0.267105,Normal,0.10965000000000003,LOW
0.0,0.11502743086708705,0.550475,0.1651425,Normal,0.44952499999999995,LOW
0.0,0.1210796516358229,0.4896625,0.14689875,Normal,0.5103375,LOW
0.0,0.09796015237191202,0.67925,0.203775,Normal,0.32075,LOW
0.0,0.09056229352718548,0.7214625,0.21643874999999999,Normal,0.2785375,LOW
0.0,-0.05630298200005324,0.9734625,0.29203875,Normal,0.02653749999999999,LOW
0.0,0.14509405888588212,0.14100000000000001,0.042300000000000004,Normal,0.859,HIGH
0.0,0.06649322666370672,0.82355,0.24706499999999998,Normal,0.17645,LOW
1.0,0.04341740779756048,0.891525,0.9674575,Restart Task,0.891525,HIGH
0.0,0.09666444479981012,0.6873875,0.20621625000000002,Normal,0.31261249999999996,LOW
0.24,0.10937621371590062,0.5986374999999999,0.34759124999999996,Scale Resources,0.6413625000000001,MEDIUM
0.0,0.08100385013197914,0.7654875,0.22964625,Normal,0.2345125,LOW
0.0,-0.13796368529653436,0.996375,0.29891249999999997,Normal,0.0036249999999999893,LOW
1.0,0.1336796619958971,0.33342499999999997,0.8000274999999999,Restart Task,0.33342499999999997,LOW
0.01,0.14289067264784772,0.18122499999999997,0.06136749999999999,Normal,0.828775,HIGH
0.195,0.09169311234673605,0.7153625,0.35110874999999997,Scale Resources,0.47963749999999994,LOW
0.0,0.14535506429233697,0.13665000000000005,0.04099500000000001,Normal,0.86335,HIGH
0.0,0.12484267790991999,0.4474125,0.13422375,Normal,0.5525875,MEDIUM
0.0,0.09212471490471358,0.7129875,0.21389624999999998,Normal,0.2870125,LOW
0.045,0.13313416113547116,0.3414125,0.13392375,Normal,0.7035875,MEDIUM
0.105,0.146100009418552,0.12360000000000004,0.11058000000000001,Normal,0.9813999999999999,HIGH
0.0,0.10874348061845557,0.604125,0.1812375,Normal,0.395875,LOW
0.0,0.08823258874341272,0.7322375,0.21967124999999998,Normal,0.2677625,LOW
0.0,0.15073149490287296,0.0633125,0.018993749999999997,Normal,0.9366875,HIGH
0.005,0.0972889454174049,0.6831875000000001,0.20845625,Normal,0.32181249999999995,LOW
0.0,0.14946282209427697,0.07474999999999998,0.022424999999999994,Normal,0.92525,HIGH
0.0,0.1503322484021996,0.06640000000000001,0.019920000000000004,Normal,0.9336,HIGH
0.0,0.038632299377138635,0.9013875,0.27041624999999997,Normal,0.09861249999999999,LOW
0.245,0.008093311734914899,0.944425,0.45482749999999994,Scale Resources,0.30057500000000004,LOW
0.0,0.14147473663742072,0.20872500000000005,0.0626175,Normal,0.791275,MEDIUM
0.01,0.07837964251951479,0.7763375,0.23990125,Normal,0.2336625,LOW
1.0,0.15320927008045848,0.04293749999999996,0.7128812499999999,Restart Task,0.04293749999999996,LOW
0.0,0.15359990376367633,0.039787499999999976,0.011936249999999992,Normal,0.9602125,HIGH
0.0,0.1284613360849094,0.4037625,0.12112875000000001,Normal,0.5962375,MEDIUM
0.005,0.16318331623472193,0.002275000000000027,0.004182500000000007,Normal,0.997275,HIGH
0.0,0.144551833697449,0.15073749999999997,0.04522124999999999,Normal,0.8492625,HIGH
1.0,0.054493095175906225,0.8644000000000001,0.95932,Restart Task,0.8644000000000001,HIGH
0.0,0.14492715421877733,0.14415,0.043245,Normal,0.85585,HIGH
1.0,0.12171341956883452,0.48273750000000004,0.84482125,Restart Task,0.48273750000000004,LOW
1.0,0.10684273148289714,0.6183375,0.8855012499999999,Restart Task,0.6183375,MEDIUM
0.0,0.12039529928331044,0.4969875,0.14909625,Normal,0.5030125,LOW
0.0,0.04861741151876853,0.8797375000000001,0.26392125,Normal,0.12026249999999994,LOW
0.0,0.13255599155669473,0.3498,0.10493999999999999,Normal,0.6502,MEDIUM
0.0,0.14406111376980008,0.15998749999999995,0.04799624999999998,Normal,0.8400125,HIGH
0.005,0.12595577950719877,0.434025,0.1337075,Normal,0.570975,MEDIUM
0.0,0.11728704113097632,0.5289874999999999,0.15869624999999998,Normal,0.47101250000000006,LOW
0.0,0.010713829431663102,0.942225,0.28266749999999996,Normal,0.05777500000000002,LOW
1.0,0.147295740406368,0.10399999999999998,0.7312,Restart Task,0.10399999999999998,LOW
0.0,0.1512460780579168,0.05920000000000003,0.01776000000000001,Normal,0.9408,HIGH
0.0,0.11365236877193796,0.5624750000000001,0.16874250000000002,Normal,0.43752499999999994,LOW
0.0,0.07643105906217801,0.784375,0.2353125,Normal,0.21562499999999996,LOW
0.02,0.12771000338022226,0.41266250000000004,0.13779875000000003,Normal,0.6073375,MEDIUM
0.0,0.10991305591155881,0.5941624999999999,0.17824874999999998,Normal,0.4058375000000001,LOW
0.0,0.13651827539471828,0.290625,0.0871875,Normal,0.709375,MEDIUM
0.0,0.13788041555680391,0.267825,0.08034749999999999,Normal,0.732175,MEDIUM
0.0,0.08734788024967072,0.7371,0.22113,Normal,0.2629,LOW
0.995,0.14859984143319388,0.08525000000000005,0.722075,Restart Task,0.09025000000000005,LOW
0.0,0.1476524894890856,0.09862499999999996,0.02958749999999999,Normal,0.901375,HIGH
0.995,0.1088737274471141,0.60295,0.877385,Restart Task,0.60795,MEDIUM
0.0,0.14906636753425384,0.07887500000000003,0.023662500000000006,Normal,0.921125,HIGH
0.0,0.1066787977355021,0.619375,0.1858125,Normal,0.380625,LOW
0.01,0.021558907011829276,0.9311625,0.28634875,Normal,0.0788375,LOW
0.0,0.14451547168179968,0.15137500000000004,0.04541250000000001,Normal,0.848625,HIGH
0.0,0.13525691205887175,0.3101125,0.09303375,Normal,0.6898875,MEDIUM
0.0,0.10730107173674136,0.6147625,0.18442875,Normal,0.3852375,LOW
0.0,0.14825372611601806,0.09021250000000003,0.027063750000000008,Normal,0.9097875,HIGH
1.0,0.1218443115818616,0.481225,0.8443674999999999,Restart Task,0.481225,LOW
0.995,0.05329911422299877,0.8679375,0.95688125,Restart Task,0.8729375,HIGH
0.0,0.12757790129275348,0.4142625,0.12427875,Normal,0.5857375,MEDIUM
0.0,0.13116112502765576,0.36955000000000005,0.110865,Normal,0.63045,MEDIUM
0.0,0.057459056443164624,0.855225,0.2565675,Normal,0.144775,LOW
0.035,0.14178431446618445,0.20279999999999998,0.08534,Normal,0.8322,HIGH
1.0,0.10339969360320644,0.6427499999999999,0.892825,Restart Task,0.6427499999999999,MEDIUM
0.995,0.03770598976309969,0.9032625,0.9674787499999999,Restart Task,0.9082625,HIGH
0.0,0.1143140752691868,0.5563125,0.16689374999999998,Normal,0.4436875,LOW
0.0,0.06733932395470804,0.8207125,0.24621374999999998,Normal,0.17928750000000004,LOW
0.955,0.08319828040363403,0.7566625,0.89549875,Restart Task,0.8016625000000001,HIGH
0.0,0.13125222883394072,0.368225,0.11046750000000001,Normal,0.631775,MEDIUM
1.0,0.0979757078449443,0.6790375,0.90371125,Restart Task,0.6790375,MEDIUM
0.0,0.05628891582210188,0.8586374999999999,0.25759125,Normal,0.14136250000000006,LOW
0.0,0.07675384372948596,0.7830625,0.23491874999999998,Normal,0.2169375,LOW
0.0,0.10673478354865484,0.6189625000000001,0.18568875,Normal,0.3810374999999999,LOW
0.975,0.14462041683647237,0.14939999999999998,0.72732,Restart Task,0.1744,LOW
0.0,0.12044513274743135,0.496375,0.1489125,Normal,0.503625,LOW
0.0,0.08456165517385272,0.75075,0.225225,Normal,0.24924999999999997,LOW
0.955,0.1322647634577616,0.3539,0.77467,Restart Task,0.39890000000000003,LOW
0.0,-0.08895708936168056,0.9894125,0.29682375,Normal,0.010587499999999972,LOW
0.0,0.06589075539309386,0.8259875,0.24779625,Normal,0.17401250000000001,LOW
0.0,0.1074619146207551,0.6137250000000001,0.18411750000000002,Normal,0.3862749999999999,LOW
0.0,0.14246579487148836,0.1896875,0.05690625,Normal,0.8103125,HIGH
0.0,0.1438982117920085,0.16327499999999995,0.048982499999999984,Normal,0.836725,HIGH
0.0,-0.013722768920274242,0.9586625,0.28759874999999996,Normal,0.04133750000000003,LOW
0.0,0.13797390812226706,0.26632500000000003,0.07989750000000001,Normal,0.733675,MEDIUM
0.035,0.1308368145876333,0.37385,0.136655,Normal,0.66115,MEDIUM
0.0,0.11612431929560296,0.5402750000000001,0.16208250000000002,Normal,0.45972499999999994,LOW
1.0,0.10124303757437403,0.65665,0.896995,Restart Task,0.65665,MEDIUM
0.005,0.011344551546324189,0.9417625000000001,0.28602875,Normal,0.06323749999999995,LOW
0.0,0.14287304567548664,0.18161249999999995,0.054483749999999984,Normal,0.8183875,HIGH
0.0,0.14938681498693496,0.07562500000000005,0.022687500000000017,Normal,0.924375,HIGH
1.0,0.14200841600695963,0.198075,0.7594225,Restart Task,0.198075,LOW
0.0,0.12407733048216407,0.45628749999999996,0.13688625,Normal,0.5437125,LOW
0.0,0.12917773009306754,0.39537500000000003,0.11861250000000001,Normal,0.604625,MEDIUM
0.0,0.13825017071870593,0.260625,0.0781875,Normal,0.739375,MEDIUM
0.995,-0.0037639475266516564,0.952275,0.9821825,Restart Task,0.957275,HIGH
0.005,0.04084892390903394,0.8970875,0.27262625,Normal,0.10791249999999997,LOW
1.0,0.1476524361782433,0.09866249999999999,0.72959875,Restart Task,0.09866249999999999,LOW
0.0,0.08297983972761497,0.7577125,0.22731374999999998,Normal,0.2422875,LOW
0.0,0.0975090558054435,0.6820625,0.20461875,Normal,0.3179375,LOW
0.0,0.11200038350859304,0.5770625,0.17311875000000002,Normal,0.42293749999999997,LOW
1.0,0.10456938009103178,0.6347375,0.8904212499999999,Restart Task,0.6347375,MEDIUM
0.0,0.144551833697449,0.15073749999999997,0.04522124999999999,Normal,0.8492625,HIGH
0.0,0.14309194721828244,0.17789999999999995,0.05336999999999998,Normal,0.8221,HIGH
0.0,0.13342539352402705,0.3373125,0.10119375,Normal,0.6626875,MEDIUM
0.0,0.14405872529294905,0.16023750000000003,0.04807125000000001,Normal,0.8397625,HIGH
0.99,0.14304774639687634,0.17864999999999998,0.7465949999999999,Restart Task,0.18864999999999998,LOW
0.0,-0.04145929548617555,0.9702500000000001,0.29107500000000003,Normal,0.029749999999999943,LOW
0.0,0.13201596396374993,0.35777499999999995,0.10733249999999998,Normal,0.642225,MEDIUM
0.0,0.12545114043120797,0.44045,0.132135,Normal,0.55955,MEDIUM
0.02,0.012219779497032013,0.9411375,0.29634125,Normal,0.07886250000000006,LOW
0.0,-0.05228018493025288,0.9726625,0.29179875,Normal,0.027337500000000015,LOW
0.005,0.14394780575137572,0.1624875,0.052246249999999994,Normal,0.8425125,HIGH
0.99,0.13603318994413954,0.29871250000000005,0.78261375,Restart Task,0.30871250000000006,LOW
0.0,0.14905748215422165,0.07903749999999998,0.023711249999999993,Normal,0.9209625,HIGH
0.0,0.09713056160083877,0.6842125,0.20526375,Normal,0.3157875,LOW
0.0,0.062626124586936,0.838175,0.25145249999999997,Normal,0.161825,LOW
0.0,0.13366009692833275,0.33375,0.10012499999999999,Normal,0.66625,MEDIUM
0.0,0.13846926263057902,0.2575625,0.07726875000000001,Normal,0.7424375,MEDIUM
1.0,0.11779234938415406,0.5236000000000001,0.85708,Restart Task,0.5236000000000001,LOW
0.0,0.13419710921866884,0.326075,0.09782249999999999,Normal,0.673925,MEDIUM
0.0,0.1325468262067288,0.3499375,0.10498125,Normal,0.6500625,MEDIUM
0.0,0.13024622611965309,0.38116249999999996,0.11434874999999999,Normal,0.6188375,MEDIUM
0.0,0.15665958987829387,0.022074999999999956,0.006622499999999987,Normal,0.977925,HIGH
0.0,0.1406988059854859,0.22166249999999998,0.06649875,Normal,0.7783375,MEDIUM
0.0,0.1364314378592174,0.2922,0.08766,Normal,0.7078,MEDIUM
0.0,0.019648008108895332,0.933575,0.2800725,Normal,0.06642499999999996,LOW
0.0,0.047615974622310375,0.8818375,0.26455125,Normal,0.11816249999999995,LOW
0.995,0.1067258812787758,0.6190125,0.88220375,Restart Task,0.6240125,MEDIUM
0.0,0.12165594533511742,0.4834625,0.14503875,Normal,0.5165375,LOW
0.0,0.14848469932136843,0.08676249999999996,0.02602874999999999,Normal,0.9132375,HIGH
0.0,0.13083091523460633,0.37393750000000003,0.11218125000000001,Normal,0.6260625,MEDIUM
0.0,0.14410495909790239,0.15918750000000004,0.04775625000000001,Normal,0.8408125,HIGH
0.0,0.06624139880268126,0.8244875,0.24734625,Normal,0.17551249999999996,LOW
0.0,0.12206432731766909,0.47892500000000005,0.1436775,Normal,0.521075,LOW
0.015,0.14378970793361517,0.16522499999999996,0.06006749999999998,Normal,0.8497750000000001,HIGH
0.0,-0.0686103903101436,0.98265,0.294795,Normal,0.017349999999999977,LOW
0.005,0.11537900540866886,0.547275,0.16768249999999998,Normal,0.45772500000000005,LOW
0.0,0.08413253445523244,0.7527874999999999,0.22583624999999996,Normal,0.24721250000000006,LOW
0.0,0.0963884868318674,0.6890375,0.20671124999999999,Normal,0.31096250000000003,LOW
0.0,0.13011858167695883,0.382725,0.11481749999999999,Normal,0.617275,MEDIUM
0.0,0.11804141251551009,0.5210125,0.15630375,Normal,0.4789875,LOW
0.0,0.09351460873723999,0.7050875,0.21152625,Normal,0.2949125,LOW
0.0,0.09097448129616215,0.719425,0.21582749999999998,Normal,0.280575,LOW
0.0,0.12105905341027923,0.49001249999999996,0.14700375,Normal,0.5099875,LOW
0.0,0.10750562851580636,0.6133375,0.18400124999999998,Normal,0.3866625,LOW
0.0,0.14671999310874073,0.11397500000000005,0.034192500000000015,Normal,0.886025,HIGH
0.0,0.12114888427097154,0.48878750000000004,0.14663625,Normal,0.5112125,LOW
0.0,0.13176558676843036,0.36129999999999995,0.10838999999999999,Normal,0.6387,MEDIUM
0.0,0.04798132515537812,0.8810125,0.26430375,Normal,0.11898750000000002,LOW
0.995,0.06337710309960765,0.8354125,0.94712375,Restart Task,0.8404125,HIGH
0.0,0.1389684492048101,0.24946250000000003,0.07483875000000001,Normal,0.7505375,MEDIUM
1.0,0.12222827126871338,0.477325,0.8431974999999999,Restart Task,0.477325,LOW
0.0,0.11156967182919764,0.5805625,0.17416874999999998,Normal,0.4194375,LOW
0.0,0.09165687917653048,0.7155,0.21465,Normal,0.2845,LOW
1.0,0.12512486449247467,0.44418749999999996,0.8332562499999999,Restart Task,0.44418749999999996,LOW
0.0,0.10363846951232913,0.6406875000000001,0.19220625000000002,Normal,0.3593124999999999,LOW
1.0,0.1261876861175238,0.43135,0.829405,Restart Task,0.43135,LOW
0.985,0.08002436131424928,0.7694125,0.92032375,Restart Task,0.7844125000000001,MEDIUM
0.0,0.14621389322527145,0.12186249999999998,0.036558749999999994,Normal,0.8781375,HIGH
0.01,0.08447244046054952,0.7511125,0.23233374999999998,Normal,0.25888750000000005,LOW
0.0,0.08316655131978506,0.7568375,0.22705125,Normal,0.24316249999999995,LOW
0.0,0.13634581950202812,0.2936375,0.08809125,Normal,0.7063625,MEDIUM
0.0,0.11691167140962977,0.5327,0.15980999999999998,Normal,0.46730000000000005,LOW
0.0,0.14444793793932487,0.15249999999999997,0.04574999999999999,Normal,0.8475,HIGH
0.0,0.11634800160356101,0.53825,0.161475,Normal,0.46175,LOW
1.0,0.06228505254796435,0.8394874999999999,0.95184625,Restart Task,0.8394874999999999,HIGH
1.0,0.11202201618526358,0.57685,0.8730549999999999,Restart Task,0.57685,MEDIUM
0.0,0.08955334560951356,0.7265625,0.21796875,Normal,0.2734375,LOW
0.0,0.1464615569018382,0.11751250000000002,0.03525375000000001,Normal,0.8824875,HIGH
0.0,0.145521719410883,0.13390000000000002,0.040170000000000004,Normal,0.8661,HIGH
1.0,0.13004346816248147,0.38375000000000004,0.815125,Restart Task,0.38375000000000004,LOW
0.0,0.1432419122160109,0.17490000000000006,0.05247000000000002,Normal,0.8251,HIGH
0.13,0.0963041794922414,0.6895625000000001,0.29786875,Normal,0.4404374999999999,LOW
0.0,0.14909108378400548,0.07872500000000004,0.023617500000000013,Normal,0.921275,HIGH
1.0,0.008308141972379945,0.9442,0.98326,Restart Task,0.9442,HIGH
1.0,0.12434144636762207,0.453175,0.8359525,Restart Task,0.453175,LOW
1.0,0.13708851493395302,0.28095000000000003,0.784285,Restart Task,0.28095000000000003,LOW
0.0,0.13729906503579165,0.27680000000000005,0.08304000000000002,Normal,0.7232,MEDIUM
0.0,0.12257014775047892,0.4738,0.14214,Normal,0.5262,LOW
0.0,0.1413505613536869,0.211125,0.0633375,Normal,0.788875,MEDIUM
0.0,0.06831116303749113,0.8166625000000001,0.24499875000000002,Normal,0.18333749999999993,LOW
0.0,0.05537427807965922,0.8613375,0.25840124999999997,Normal,0.13866250000000002,LOW
0.0,0.1417345162107438,0.20396250000000005,0.061188750000000014,Normal,0.7960375,MEDIUM
0.0,0.15689938849500057,0.02078749999999996,0.0062362499999999875,Normal,0.9792125,HIGH
0.0,0.13530954350346036,0.3094625,0.09283874999999998,Normal,0.6905375,MEDIUM
0.0,0.11629694287036102,0.5386875,0.16160624999999998,Normal,0.4613125,LOW
0.0,0.12070755678166173,0.4934625,0.14803875,Normal,0.5065375,LOW
0.0,0.13374068319186794,0.3325125,0.09975374999999999,Normal,0.6674875,MEDIUM
0.0,0.13040883748644516,0.37927500000000003,0.11378250000000001,Normal,0.620725,MEDIUM
0.0,0.1611852453799842,0.006175000000000042,0.0018525000000000123,Normal,0.993825,HIGH
0.0,0.15535120088519783,0.02939999999999998,0.008819999999999995,Normal,0.9706,HIGH
0.94,0.054251568961170615,0.865225,0.9175674999999999,Restart Task,0.9252250000000001,HIGH
0.03,0.16310420480872884,0.002375000000000016,0.021712500000000003,Normal,0.972375,HIGH
0.0,0.10092288561270796,0.6589499999999999,0.19768499999999997,Normal,0.3410500000000001,LOW
1.0,0.1427397352499012,0.18406250000000002,0.7552187499999999,Restart Task,0.18406250000000002,LOW
0.03,0.10601093190691041,0.6242624999999999,0.20827874999999996,Normal,0.4057375000000001,LOW
0.0,0.12899928166912106,0.39744999999999997,0.11923499999999998,Normal,0.60255,MEDIUM
0.0,0.12887302744113394,0.3991125,0.11973374999999999,Normal,0.6008875,MEDIUM
